gyro_x,gyro_y,gyro_z,activity
-1.37,0.5061,1.182,1
0.1159,-0.1952,-0.3558,1
0.4922,-0.7217,-1.26,1
0.7768,-1.17,-2.198,1
1.389,-1.527,-3.183,1
2.096,-2.056,-4.089,1
2.678,-2.786,-4.456,1
2.217,-2.816,-4.344,1
0.9308,-2.068,-3.785,1
0.7231,-0.2404,-2.074,1
1.72,1.738,0.15,1
0.9723,3.959,2.931,1
-1.001,5.105,5.032,1
-0.3679,3.415,5.179,1
-1.19,2.68,3.578,1
-5.502,1.315,2.17,1
-4.08,-0.1536,1.785,1
-1.16,-0.7926,0.9429,1
-0.7711,-0.8793,-0.2739,1
0.26,-0.883,-1.165,1
1.178,-0.9453,-1.815,1
1.306,-0.9111,-2.045,1
1.471,-1.082,-2.271,1
1.748,-1.455,-3.134,1
1.405,-1.76,-3.527,1
1.562,-1.65,-3.091,1
1.426,-1.019,-1.676,1
2.069,-0.1023,0.6411,1
0.2564,1.408,3.153,1
-2.086,2.263,4.922,1
-1.972,2.066,4.978,1
-3.204,1.799,3.493,1
-2.898,1.494,2.481,1
-1.775,1.082,1.842,1
-1.489,0.7162,0.9722,1
-0.5268,0.4682,-0.1603,1
0.3675,0.1506,-1.654,1
0.5642,-0.2624,-3.281,1
1.741,-0.8366,-4.409,1
1.896,-1.506,-4.865,1
0.6192,-1.737,-4.574,1
0.05355,-1.397,-3.746,1
-0.1835,-0.2416,-2.374,1
1.021,1.231,-0.3656,1
0.8257,2.314,1.958,1
-0.9629,2.841,3.925,1
-1.408,2.301,4.859,1
-2.517,1.958,4.218,1
-6.06,1.079,2.948,1
-4.428,0.2202,2.471,1
-1.102,-0.255,1.863,1
-0.313,-0.4383,0.8464,1
0.508,-0.5336,-0.3631,1
0.7267,-0.5874,-1.526,1
0.7279,-0.6717,-2.418,1
0.8391,-0.6729,-2.925,1
0.6644,-0.5104,-3.395,1
1.136,-0.2941,-3.791,1
0.5972,-0.7425,-3.623,1
0.7695,-0.1231,-2.961,1
2.025,0.5977,-1.183,1
2.747,1.039,1.644,1
0.3431,1.689,3.863,1
-1.485,1.416,5.054,1
0.008346,1.039,4.282,1
-2.15,1.067,2.585,1
-2.788,0.3888,1.801,1
-0.947,-0.1084,1.214,1
-0.9813,-0.4701,0.5177,1
-0.2983,-0.6607,-0.1884,1
0.08531,-0.6167,-1.071,1
0.5508,-0.6509,-2.11,1
1.575,-0.6912,-2.906,1
2.084,-0.5959,-3.431,1
1.964,-0.806,-3.48,1
1.808,-0.6191,-3.063,1
1.208,-0.2416,-2.504,1
0.216,0.2239,-1.505,1
0.6217,0.8091,0.3821,1
-0.09672,1.552,2.862,1
-1.436,1.564,4.452,1
-1.668,0.6771,4.686,1
-3.185,0.1384,3.943,1
-3.29,-0.205,2.758,1
-1.395,-0.3528,1.317,1
-1.1,-0.4065,-0.4279,1
0.4885,-0.3442,-1.955,1
1.451,-0.4175,-3.476,1
2.302,-0.723,-4.776,1
3.704,-0.949,-5.481,1
3.091,-1.319,-5.384,1
3.485,-1.309,-4.42,1
3.931,-0.4982,-2.616,1
1.603,0.5989,-1.138,1
-0.8456,2.109,1.355,1
-2.489,3.095,3.611,1
-3.492,2.948,4.916,1
-4.811,1.702,4.884,1
-4.893,1.031,3.373,1
-4.281,0.005185,2.289,1
-2.435,-0.7022,0.5348,1
-0.9813,-0.5898,-1.468,1
0.475,-0.4298,-3.552,1
1.473,-0.7608,-5.274,1
2.537,-1.554,-5.801,1
3.373,-1.743,-5.045,1
3.209,-1.495,-2.957,1
3.472,-0.5397,-0.3973,1
1.028,1.316,2.253,1
-1.959,3.344,5.446,1
-3.171,3.118,6.483,1
-2.993,1.784,4.661,1
-4.12,0.5928,2.79,1
-2.213,0.1041,2.168,1
-1.73,-0.2159,1.405,1
-1.141,-0.8647,0.0376,1
0.1146,-1.625,-1.796,1
0.607,-2.216,-3.741,1
1.143,-2.673,-5.565,1
1.643,-3.017,-6.747,1
2.287,-2.973,-6.164,1
1.857,-1.703,-3.806,1
0.03278,0.5293,-0.7199,1
-0.7589,2.242,2.218,1
-1.722,3.607,5.067,1
-2.291,3.691,6.873,1
-1.786,2.891,6.45,1
-4.119,1.317,4.155,1
-2.369,0.4279,2.36,1
-0.8469,0.07849,0.8256,1
-0.126,-0.4432,-0.9398,1
0.9662,-1.02,-2.643,1
1.564,-1.501,-4.021,1
1.687,-2.501,-5.011,1
2.477,-2.717,-5.51,1
2.592,-2.581,-4.901,1
3.49,-1.697,-2.822,1
3.015,0.2825,0.09135,1
-0.5622,2.644,3.345,1
-1.79,3.929,6.102,1
-2.199,3.435,6.884,1
-3.281,2.703,5.122,1
-5.613,1.053,3.201,1
-0.9654,0.3277,2.177,1
0.1049,0.5183,1.126,1
-0.3386,0.5208,-0.05281,1
0.9601,0.4719,-1.168,1
1.826,0.1713,-2.248,1
3.228,-0.5544,-3.268,1
3.992,-1.653,-4.058,1
2.831,-2.69,-4.497,1
1.485,-2.988,-4.614,1
0.7182,-2.138,-3.965,1
0.6424,-0.6472,-2.667,1
1.022,1.161,-0.3106,1
-1.184,3.071,2.799,1
-2.599,3.771,5.352,1
-1.41,3.205,6.332,1
-1.687,2.67,4.76,1
-4.795,1.648,2.344,1
-1.77,0.7468,1.109,1
0.5862,0.4584,0.2013,1
-0.1077,-0.01558,-0.66,1
0.238,-0.3064,-1.266,1
0.09875,-0.5275,-1.867,1
1.158,-0.7902,-2.634,1
2.446,-1.037,-3.639,1
1.955,-1.586,-4.377,1
2.146,-1.739,-4.394,1
1.601,-1.771,-3.636,1
2.21,-0.8512,-1.631,1
0.04622,0.919,1.273,1
-1.843,2.237,3.632,1
-1.857,2.75,4.805,1
-2.105,2.676,3.957,1
-3.953,2.071,2.377,1
-2.235,1.317,1.621,1
-0.5854,0.8482,0.861,1
-0.3887,0.3937,-0.07847,1
0.293,0.142,-0.9422,1
0.7133,-0.1756,-1.698,1
1.477,-0.6423,-2.276,1
2.262,-1.35,-2.516,1
2.487,-1.958,-2.537,1
2.132,-2.374,-2.581,1
0.9662,-2.228,-2.401,1
-0.6074,-1.323,-2.27,1
-0.4351,0.2349,-1.464,1
0.5899,1.675,0.1964,1
-1.133,3.238,2.548,1
-1.766,3.275,4.222,1
-1.414,2.722,4.002,1
-3.483,1.343,2.867,1
-2.535,0.4328,1.909,1
-0.6722,-0.139,1.102,1
-0.7308,-0.6912,0.1928,1
-0.1309,-1.004,-0.8164,1
0.4482,-1.267,-2,1
1.146,-1.557,-3.213,1
1.934,-1.656,-4.05,1
2.65,-2.408,-3.953,1
2.6,-2.102,-3.481,1
0.6803,-1.186,-2.956,1
-0.2421,0.2727,-1.752,1
0.5044,1.639,0.1879,1
-0.4767,2.801,2.126,1
-1.814,2.892,3.496,1
-1.683,2.088,3.626,1
-2.017,1.221,2.747,1
-1.475,0.566,1.639,1
-1.713,-0.007033,0.5764,1
-2.212,-0.4139,-0.6967,1
-0.6575,-0.5617,-1.912,1
0.2869,-0.7205,-3.026,1
1.471,-1.195,-3.547,1
1.67,-2.013,-3.297,1
0.6803,-1.804,-2.642,1
-1.053,-0.9551,-1.201,1
-0.6416,-0.1255,1.294,1
0.05722,1.097,4.242,1
0.3016,1.677,5.984,1
-0.9116,2.102,5.097,1
-2.126,1.707,2.708,1
-1.764,0.3619,1.126,1
-0.4987,-0.6216,0.1805,1
0.04744,-1.141,-0.5916,1
0.5532,-1.138,-1.405,1
0.7731,-1.212,-2.465,1
1.693,-1.272,-3.841,1
3.345,-1.588,-4.824,1
3.531,-2.242,-5.218,1
4.002,-2.079,-4.515,1
0.08409,-0.7095,-3.253,1
-1.48,1.178,-0.6637,1
0.1623,2.72,3.026,1
-2.226,3.444,5.687,1
-2.011,2.175,7.011,1
-2.551,2.302,4.455,1
-4.629,0.274,2.937,1
-0.55,-0.4175,2.145,1
-0.3716,-0.2172,0.7511,1
-0.2006,-0.2208,-0.5342,1
0.8037,-0.1585,-1.714,1
1.338,-0.3894,-2.936,1
2.761,-0.9575,-4.119,1
3.823,-1.698,-4.571,1
4.056,-2.376,-3.741,1
2.69,-1.755,-2.18,1
-0.6538,0.2153,-0.9361,1
-0.3936,1.815,1.527,1
-0.8603,2.75,3.869,1
-1.444,2.176,5.185,1
-1.779,1.832,4.224,1
-4.991,0.02473,2.994,1
-1.288,-0.5825,2.239,1
-0.01365,-0.2355,1.064,1
0.06821,-0.4053,-0.06869,1
1.369,-0.5495,-1.06,1
0.7829,-0.8476,-2.215,1
0.8648,-1.439,-3.474,1
2.09,-2.301,-4.271,1
2.129,-2.795,-4.21,1
2.141,-2.951,-3.234,1
2.714,-2.301,-1.584,1
0.7084,-0.3479,0.4163,1
-1.912,1.945,2.44,1
-2.064,3.838,4.413,1
-2.565,4.017,5.341,1
-1.976,3.094,4.349,1
-3.152,1.684,2.479,1
-1.526,0.3399,1.212,1
-0.1676,-0.453,0.1072,1
-0.3374,-0.949,-0.9838,1
0.02789,-1.125,-2.026,1
0.8318,-1.44,-3.151,1
2.96,-1.854,-4.119,1
3.456,-2.589,-4.345,1
3.846,-2.956,-3.301,1
2.741,-1.958,-1.979,1
1.174,-0.1463,-0.6014,1
-0.5659,2.163,1.575,1
-1.406,3.977,3.841,1
-2.055,3.73,4.742,1
-2.334,2.38,3.819,1
-3.128,1.319,2.306,1
-2.885,0.4206,1.617,1
-0.8053,-0.01803,0.9111,1
-0.5036,-0.343,-0.1652,1
-0.5976,-0.5079,-1.218,1
0.7218,-0.8415,-2.281,1
2.062,-1.661,-3.38,1
3.317,-2.672,-3.521,1
1.724,-3.278,-2.896,1
1.088,-2.475,-1.763,1
-0.0784,-0.6778,-1.099,1
-0.4535,1.303,-0.5012,1
-0.1664,3.249,1.62,1
-1.306,4.578,3.831,1
-1.048,3.863,4.567,1
-2.315,2.634,3.251,1
-3.58,1.444,1.654,1
-2.232,0.6405,0.9698,1
-0.4865,-0.4603,0.3333,1
0.5728,-0.5165,-0.583,1
0.2722,-0.679,-1.607,1
0.987,-1.028,-2.749,1
2.333,-1.72,-3.866,1
2.887,-2.597,-4.131,1
2.431,-2.816,-3.466,1
1.38,-2.144,-2.154,1
0.6412,-0.3894,-0.7602,1
0.1757,1.283,0.6216,1
-0.8163,2.68,2.394,1
-1.497,3.136,3.842,1
-1.565,2.295,3.932,1
-2.57,1.705,2.791,1
-4.276,1.195,1.647,1
-1.745,0.1884,1.429,1
-0.561,-0.4823,0.6448,1
-0.2042,-0.4273,-0.445,1
0.111,-0.2306,-1.205,1
0.5349,-0.1243,-1.717,1
1.275,-0.2502,-2.356,1
2.178,-0.8855,-2.978,1
1.616,-1.471,-3.387,1
0.9491,-1.692,-3.154,1
1.072,-1.377,-2.378,1
0.7279,-0.04857,-0.8824,1
-0.7051,1.826,1.349,1
-0.6941,3.136,3.71,1
-0.3679,3.031,4.723,1
-1.948,2.21,3.824,1
-3.95,1.483,1.942,1
-3.729,-0.1011,1.549,1
-0.9642,-0.7498,0.8085,1
-1.116,-0.7156,-0.6612,1
-0.1725,-0.69,-2.232,1
1.301,-1.028,-3.855,1
1.685,-1.649,-5.287,1
2.447,-2.481,-6.081,1
2.26,-2.546,-5.471,1
-0.6245,-1.553,-3.518,1
-0.2555,0.3131,-0.4047,1
0.8782,2.185,2.689,1
-0.346,3.112,4.943,1
-0.3789,3.023,5.947,1
-0.5732,2.485,4.711,1
-4.557,0.6258,2.797,1
-2.04,-0.321,1.972,1
0.3553,-0.2184,0.8891,1
-0.06251,-0.321,-0.3424,1
-0.02098,-0.3528,-1.384,1
0.01079,-0.3858,-2.583,1
0.9234,-0.4163,-3.681,1
2.607,-0.8671,-4.425,1
1.885,-1.097,-4.645,1
-0.357,-0.8219,-4.081,1
-1.378,-0.1817,-2.556,1
-0.1969,0.5415,0.03638,1
0.3761,1.407,2.884,1
-0.1163,2.146,5.048,1
-0.126,2.179,5.539,1
-1.846,1.266,4.204,1
-2.815,0.7529,2.095,1
-1.296,0.03695,1.079,1
-0.06618,-0.3125,0.2673,1
0.3565,-0.558,-0.572,1
0.1391,-0.6032,-1.25,1
0.6033,-0.6313,-1.995,1
2.156,-0.839,-3.028,1
2.521,-1.618,-4.041,1
2.217,-2.08,-4.486,1
1.923,-2.042,-3.983,1
1.185,-1.165,-2.583,1
0.1134,0.3363,-0.456,1
0.05844,1.812,2.209,1
-1.814,2.758,4.061,1
-2.576,1.823,4.433,1
-2.438,0.93,3.643,1
-2.581,1.024,2.569,1
-1.531,0.2605,2.061,1
-1.1,-0.1207,1.247,1
-0.4241,-0.08034,0.1329,1
0.1574,-0.1255,-1.103,1
0.5141,-0.2795,-2.263,1
0.9821,-0.4982,-3.354,1
2.216,-0.701,-4.242,1
2.669,-1.188,-4.623,1
2.466,-1.436,-4.122,1
1.589,-0.8806,-2.648,1
0.3883,0.6038,-0.4413,1
-0.03686,2.246,2.332,1
-0.4901,3.552,4.22,1
-1.489,3.356,4.336,1
-1.15,2.939,3.096,1
-2.303,2.186,1.86,1
-1.99,1.006,1.197,1
-0.6196,-0.6216,0.5849,1
-1.216,-1.35,-0.2617,1
0.5459,-1.276,-1.483,1
1.07,-1.303,-3.178,1
1.977,-1.472,-4.529,1
2.458,-1.917,-4.984,1
1.966,-1.984,-4.287,1
0.4873,-1.081,-2.802,1
1.163,0.1408,-0.6478,1
1.152,1.424,1.754,1
-1.356,2.589,3.996,1
-2.037,2.561,5.352,1
-1.97,2.214,4.951,1
-3.658,1.641,3.506,1
-2.34,0.8237,2.226,1
-0.3789,0.2727,0.861,1
-0.2177,-0.3357,-0.4499,1
-0.2152,-0.6949,-1.846,1
0.706,-1.276,-3.846,1
3.386,-2.551,-5.398,1
3.456,-3.91,-5.571,1
1.043,-3.903,-4.758,1
0.0169,-1.941,-3.213,1
1.031,0.7517,-1.284,1
0.8697,2.384,1.275,1
-1.435,3.364,4.105,1
-2.198,2.771,6.05,1
-1.548,1.735,5.997,1
-2.962,1.267,4.337,1
-3.731,0.9716,2.59,1
-1.224,0.7346,1.576,1
-0.225,0.445,0.2734,1
0.3956,-0.2392,-0.8604,1
-0.1578,-0.701,-2.082,1
1.597,-1.038,-3.281,1
2.411,-1.488,-4.313,1
1.859,-1.885,-4.884,1
1.984,-2.016,-4.588,1
1.514,-1.628,-3.502,1
1.99,-0.6741,-1.644,1
3.688,1.031,0.6338,1
-0.2983,3.393,3.578,1
-2.292,3.702,5.461,1
-1.753,3.045,5.377,1
-3.133,2.248,3.595,1
-3.812,1.35,2.173,1
-0.9055,0.6881,1.116,1
0.1977,0.2703,-0.0748,1
0.2307,-0.1194,-1.14,1
0.4555,-0.5409,-2.021,1
1.25,-0.993,-2.957,1
1.582,-1.521,-3.9,1
1.881,-1.869,-4.377,1
2.091,-1.874,-4.06,1
1.482,-1.287,-3.125,1
0.5545,0.1041,-1.513,1
0.6498,1.519,0.6497,1
-1.026,3.239,3.417,1
-1.899,3.327,5.094,1
-2.043,2.279,4.623,1
-2.754,1.563,2.937,1
-3.265,0.7578,1.994,1
-1.402,0.12,1.402,1
-0.5451,-0.3174,0.4933,1
-0.3948,-0.6228,-0.4841,1
0.02056,-0.7474,-1.36,1
0.5203,-0.9197,-2.284,1
1.219,-1.214,-3.18,1
1.801,-1.583,-3.857,1
2.271,-1.648,-3.899,1
1.848,-1.385,-3.32,1
0.4885,-0.4591,-2.147,1
0.6766,0.9447,0.1109,1
0.4543,2.418,2.711,1
-0.5451,3.215,4.493,1
-1.151,2.48,4.322,1
-2.483,1.819,2.977,1
-3.795,0.9813,2.086,1
-1.684,0.1457,1.656,1
-1.006,-0.4114,0.745,1
-0.8554,-0.7156,-0.4572,1
0.3174,-0.8464,-1.701,1
0.7341,-1.082,-3.008,1
1.631,-1.444,-3.95,1
2.146,-1.682,-4.05,1
1.798,-1.528,-3.366,1
1.738,-1.069,-2.517,1
0.9173,-0.3088,-1.796,1
-0.6379,0.5721,-0.7406,1
-0.1163,1.369,1.455,1
-0.3105,2.37,3.892,1
-1.365,2.038,5.138,1
-1.759,1.47,4.741,1
-3.321,0.7456,3.743,1
-2.88,0.2043,2.855,1
-1.483,-0.005811,1.538,1
-0.5561,-0.09988,0.1451,1
0.4616,-0.2282,-1.022,1
0.3138,-0.4505,-2.056,1
0.811,-0.7034,-2.987,1
1.713,-1.126,-3.96,1
2.488,-1.655,-4.581,1
2.272,-2.078,-4.414,1
1.461,-1.647,-3.664,1
0.02301,-0.4298,-2.513,1
0.8941,0.8335,-0.5806,1
0.3724,2.329,2.293,1
-1.311,3.112,4.707,1
-0.7784,2.507,5.68,1
-2.143,1.885,4.265,1
-4.146,1.052,2.799,1
-1.911,0.4511,2,1
-0.9776,0.1274,0.9698,1
-0.7003,-0.03635,-0.1286,1
0.2515,-0.1512,-1.047,1
0.5129,-0.3674,-1.85,1
1.071,-0.9343,-2.633,1
1.611,-1.339,-3.789,1
2.078,-1.781,-4.319,1
2.148,-1.86,-4.125,1
1.493,-1.501,-3.432,1
1.272,-0.5935,-1.687,1
0.04255,0.792,0.9527,1
-1.439,2.491,4.155,1
-1.657,2.915,6.092,1
-1.47,2.686,5.566,1
-4.072,1.648,3.54,1
-2.125,0.5134,1.692,1
-0.6025,-0.1219,0.04859,1
-0.4486,-0.5593,-1.361,1
0.4091,-0.8354,-2.695,1
0.9589,-1.174,-4.036,1
2.04,-1.593,-5.034,1
2.703,-2.187,-5.381,1
2.449,-2.107,-4.786,1
1.344,-1.149,-3.299,1
0.9552,0.5024,-0.985,1
0.06455,1.987,1.967,1
-1.537,3.133,4.775,1
-2.221,3.117,6.172,1
-1.328,2.579,5.155,1
-4.329,1.95,3.103,1
-2.861,0.8494,1.928,1
0.02789,0.434,1.039,1
-0.2592,0.219,0.03271,1
0.4347,0.006406,-0.8604,1
1.066,-0.3259,-1.89,1
1.272,-0.8635,-3.173,1
2.291,-1.715,-4.4,1
2.302,-2.675,-4.888,1
2.283,-2.861,-4.425,1
1.677,-2.102,-3.318,1
2.14,0.2569,-1.264,1
0.3944,2.622,1.269,1
-1.25,4.066,3.903,1
-1.432,3.739,4.959,1
-3.127,2.472,4.21,1
-3.99,1.134,3.092,1
-2.461,0.2129,2.278,1
-2.006,-0.2831,1.014,1
-0.5756,-0.2758,-0.5647,1
0.9601,-0.4786,-2.279,1
1.141,-1.028,-3.639,1
1.725,-1.824,-4.633,1
2.609,-2.464,-4.868,1
2.661,-2.42,-4.267,1
1.305,-1.526,-3.123,1
0.4091,0.03695,-1.734,1
0.2759,1.067,0.4395,1
-1.003,2.494,3.78,1
-1.329,2.852,6.21,1
-1.001,2.517,6.523,1
-4.082,1.509,4.565,1
-3.069,0.6393,2.601,1
-1.758,0.05894,1.356,1
-0.9275,0.0174,0.08158,1
0.5826,-0.01803,-1.113,1
0.7133,-0.2941,-2.144,1
0.7243,-0.6387,-3.166,1
2.344,-1.246,-4.324,1
2.133,-2.349,-5.101,1
2.039,-2.72,-4.743,1
1.342,-1.763,-3.157,1
1.368,0.3094,-0.9276,1
-0.181,2.65,2.361,1
-1.797,3.607,4.799,1
-1.278,2.948,5.623,1
-2.566,2.152,4.51,1
-3.174,1.212,2.777,1
-1.631,0.3815,1.732,1
-1.337,-0.343,0.7694,1
0.337,-0.2929,-0.1994,1
0.574,-0.3002,-1.348,1
0.7646,-0.525,-2.447,1
1.84,-0.9575,-3.625,1
3.511,-1.997,-4.544,1
4.32,-3.256,-4.644,1
3.493,-3.711,-3.453,1
0.271,-2.523,-2.127,1
-0.9825,-0.1133,-0.6075,1
-0.01242,1.98,1.845,1
-1.378,3.652,4.007,1
-2.693,3.9,5.295,1
-2.135,2.802,4.771,1
-2.723,2.044,2.982,1
-2.455,1.205,1.887,1
-0.6233,0.6576,0.9185,1
-0.1945,0.241,-0.1457,1
0.05722,-0.09866,-1.171,1
0.5911,-0.486,-2.265,1
1.402,-1.016,-3.53,1
1.781,-1.796,-4.809,1
2.349,-2.223,-5.328,1
2.982,-2.116,-4.545,1
3,-1.397,-2.964,1
2.37,0.06138,-1.309,1
0.7487,1.659,1.14,1
-1.397,3.121,3.743,1
-2.126,3.42,5.341,1
-2.315,2.782,5.14,1
-4.628,1.669,3.581,1
-3.687,0.7077,2.355,1
-0.4278,0.1261,1.333,1
-0.2397,-0.4285,0.07669,1
-0.03197,-0.9636,-1.409,1
0.8807,-1.763,-3.144,1
1.518,-2.617,-4.601,1
1.621,-3.201,-5.637,1
1.799,-3.295,-5.757,1
1.653,-2.658,-4.752,1
0.7646,-1.163,-2.803,1
-0.6917,0.9435,-0.4853,1
-0.71,2.544,2.172,1
-1.075,3.709,4.65,1
-1.727,4.129,6.602,1
-1.68,3.282,6.723,1
-3.525,2.369,4.574,1
-3.102,1.176,2.608,1
-0.8188,0.5818,1.659,1
-0.7699,0.05039,0.6143,1
-0.1639,-0.2868,-0.4352,1
0.7829,-0.5507,-1.508,1
1.146,-0.9869,-2.688,1
1.302,-1.548,-4.078,1
2.013,-2.32,-5.347,1
2.986,-3.086,-6.194,1
3.864,-3.394,-6.073,1
4.559,-2.744,-4.483,1
2.217,-0.9038,-2.818,1
-1.058,1.546,-0.5757,1
-2.009,3.369,2.689,1
-2.389,4.065,5.185,1
-2.612,4.162,6.696,1
0.1171,2.884,6.29,1
1.022,2.62,3.995,1
-0.1016,2.236,2.134,1
-2.918,1.03,1.154,1
-3.974,-0.2208,0.3455,1
-0.6868,-0.6362,-0.5794,1
-0.2617,-0.9417,-1.794,1
-1.463,-1.444,-3.276,1
0.8391,-1.92,-4.456,1
2.411,-2.807,-5.084,1
2.487,-2.882,-5.017,1
1.818,-2.044,-4.229,1
0.6229,-0.4469,-2.389,1
0.4567,1.079,-0.07236,1
-0.4657,2.629,2.699,1
-1.344,3.56,4.906,1
-0.9519,2.871,5.585,1
-1.789,2.513,4.126,1
-4.549,1.596,2.473,1
-2.964,0.6246,1.849,1
-0.4498,0.2947,1.257,1
-0.6563,0.252,0.2661,1
-0.3191,-0.03147,-0.8311,1
0.6229,-0.4371,-2.19,1
0.8245,-1.098,-3.548,1
1.765,-1.904,-4.634,1
2.644,-2.48,-4.963,1
1.945,-2.361,-4.394,1
1.509,-1.391,-3.088,1
0.8477,0.02962,-0.9141,1
-0.214,1.353,2.003,1
-0.9397,2.61,4.567,1
-1.35,3.13,6.079,1
-1.463,2.981,5.584,1
-4.328,2.135,3.655,1
-3.096,0.9398,2.091,1
-1.177,-0.1707,1.083,1
-0.9532,-0.4371,-0.00394,1
0.4433,-0.5116,-1.108,1
0.8355,-0.6423,-2.322,1
1.08,-0.8622,-3.549,1
2.358,-1.247,-4.394,1
2.675,-1.805,-5.041,1
2.561,-2.027,-5.047,1
2.179,-1.813,-4.218,1
1.457,-0.8512,-2.582,1
0.8501,0.5721,-0.6099,1
-0.1028,1.977,1.722,1
-1.663,3.29,4.025,1
-1.626,3.504,5.827,1
-2.88,3.156,6.18,1
-4.127,2.559,4.865,1
-4.428,1.547,3.18,1
-1.68,0.671,1.515,1
-0.2788,0.4523,-0.2434,1
0.2221,0.3155,-1.644,1
0.822,0.1542,-2.659,1
1.058,0.00885,-3.479,1
0.8807,-0.06445,-4.146,1
1.313,-0.1426,-4.826,1
1.898,-0.4298,-5.507,1
2.065,-0.7572,-5.86,1
1.732,-0.7059,-5.624,1
-0.1651,0.1432,-4.709,1
0.5056,1.209,-2.499,1
-0.3814,2.607,0.6448,1
-2.571,3.603,3.56,1
-2.005,4.171,5.843,1
-0.9238,4.055,6.238,1
-2.783,3.32,4.623,1
-3.799,2.044,3.34,1
-2.82,1.056,2.289,1
-0.5671,0.4792,0.6338,1
1.107,0.4817,-0.9642,1
1.06,0.4768,-2.163,1
1.758,0.3644,-3.326,1
0.3639,-0.2941,-5.211,1
1.556,-0.558,-8.836,1
4.835,-1.411,-10.41,1
4.894,-0.9808,-7.448,1
1.066,0.8738,-2.504,1
0.1183,2.381,2.414,1
-1.284,3.676,6.21,1
-2.975,3.424,7.924,1
-3.861,2.656,8.19,1
-0.2751,0.8323,7.03,1
-1.471,1.177,4.774,1
-3.734,0.7138,2.997,1
-1.205,0.5024,1.124,1
-0.1615,0.4132,-1.095,1
-0.3252,-0.4505,-3.239,1
-0.09061,-1.182,-4.805,1
-2.106,-1.302,-6.395,1
-0.335,-0.9759,-7.967,1
2.631,-0.938,-8.849,1
4.366,-0.8293,-7.507,1
2.981,0.77,-3.018,1
0.4176,2.585,1.419,1
-1.707,3.778,6.643,1
-3.763,3.493,9.456,1
-2.026,1.791,9.898,1
-0.1028,0.9337,8.122,1
-3.345,-0.1158,5.008,1
-2.259,-0.5018,2.922,1
-1.301,-0.5605,0.7108,1
-0.6551,-0.1243,-0.9923,1
-0.4559,0.06261,-2.64,1
0.3822,-0.05957,-4.361,1
0.4311,-0.117,-6.028,1
-0.6795,-0.02414,-8.044,1
3.474,-0.01192,-9.127,1
5.423,-1.268,-7.57,1
3.55,-0.4811,-4.132,1
-1.608,0.9105,-0.5024,1
-1.912,1.964,4.079,1
-2.934,3.426,7.704,1
-2.886,1.944,8.182,1
-1.086,0.5256,6.907,1
-2.128,-0.4664,4.312,1
-2.493,-1.141,3.675,1
-1.839,-1.213,1.748,1
-0.831,-0.5531,-0.9251,1
-0.01365,-0.2098,-2.609,1
0.1256,-0.15,-4.114,1
1.12,-0.2404,-5.745,1
2.214,-0.5446,-7.536,1
3.637,-0.9527,-8.396,1
2.496,-0.7327,-7.037,1
2.212,1.113,-1.999,1
-1.942,1.894,2.323,1
-3.463,2.27,6.707,1
-2.391,2.025,8.65,1
-1.486,0.6564,7.088,1
-2.469,-0.1793,4.174,1
-1.984,-0.7315,2.63,1
-1.772,-0.5446,2.069,1
-1.588,-0.03758,0.3577,1
-0.2861,0.2984,-2.165,1
-0.1285,0.2275,-4.731,1
2.135,0.1774,-6.62,1
3.179,-0.3357,-7.657,1
2.575,-0.4945,-7.272,1
2.936,0.5623,-3.371,1
1.499,1.514,0.5678,1
-2.051,2.456,3.913,1
-2.4,2.694,6.687,1
-2.667,1.369,6.548,1
-4.624,-0.5849,3.956,1
-0.4913,-1.55,3.236,1
0.2881,-1.223,3.197,1
-1.977,-0.6313,1.649,1
-0.7491,-0.2074,-1.213,1
0.5361,0.219,-3.7,1
0.7402,0.3448,-5.526,1
2.065,0.1176,-6.721,1
2.887,-0.04246,-7.294,1
3.113,-0.1781,-5.993,1
2.024,1.206,-1.663,1
-1.077,1.761,1.925,1
-2.084,2.791,5.919,1
-2.949,2.87,8.283,1
-3.554,1.279,6.883,1
-3.693,0.03817,4.439,1
-1.795,-0.7181,3.527,1
-0.98,-0.8207,2.76,1
-1.307,-0.1842,0.3467,1
0.9405,0.1347,-2.604,1
1.505,-0.0278,-5.129,1
2.091,-0.5605,-6.995,1
2.358,-1.168,-7.832,1
1.963,-0.6106,-8.066,1
2.867,0.3937,-6.08,1
3.03,1.733,-1.129,1
-2.491,3.034,2.52,1
-4.04,2.803,6.242,1
-0.9422,2.271,8.37,1
-3.293,1.118,6.064,1
-4.837,-0.7303,2.816,1
0.5386,-1.594,1.586,1
0.07065,-1.526,1.251,1
-0.6111,-1.153,0.4334,1
-0.8371,-0.6631,-1.193,1
-0.4901,-0.06323,-2.746,1
-0.06374,-0.02658,-4.241,1
0.6412,-0.01681,-5.623,1
1.801,-0.1561,-6.464,1
2.28,-0.1646,-6.493,1
2.185,0.847,-3.444,1
0.9039,1.795,0.7963,1
-2.497,2.472,4.689,1
-2.593,2.281,8.097,1
-0.991,2.072,8.946,1
-4.626,0.2434,5.853,1
-1.117,-0.8708,3.294,1
0.403,-1.024,2.488,1
-1.086,-0.7804,1.331,1
-0.7442,-0.31,-0.864,1
-0.9153,-0.003367,-3.141,1
-0.5488,-0.1536,-5.162,1
-0.3154,-0.2282,-6.902,1
